source_acct,tweet_date,tweet_text,vader_compound,vader_negative,vader_neutral,vader_positive
CBS,2018-06-15 18:48:29+00:00,"Casting Alert! @paulwesley, @DaniaJRamirez &amp; @JamesWolk are set to star in the upcoming CBS All Access psychologica… https://t.co/JnZMrzT92n",0.3595,0.0,0.872,0.128
CBS,2018-06-14 17:30:00+00:00,"In case you missed it, watch the entire #TonyAwards now: https://t.co/Bm0yNV3Ff3 https://t.co/h3YnFkmSQJ",-0.296,0.167,0.833,0.0
CBS,2018-06-14 16:19:32+00:00,RT @StrangeAngel: Mastermind or maniac? Explore the brilliant mind of Jack Parsons in #StrangeAngel. Now streaming on CBS All Access: https…,0.1779,0.12,0.734,0.147
CBS,2018-06-12 00:19:23+00:00,"No pain, no gain, ALL Hart! Just one month until the premiere of @TKOCBS hosted by @KevinHart4real. https://t.co/C1yMCglxVn",-0.5562,0.315,0.551,0.134
CBS,2018-06-11 22:23:06+00:00,"RT @TheNeighborhood: Welcome to #TheNeighborhood, @BethBehrs! The @2BrokeGirls star returns to @CBS in a new sitcom alongside @CedEntertain…",0.5093,0.0,0.829,0.171
CBS,2018-06-11 19:01:38+00:00,"In case you missed it, watch the entire #TonyAwards now: https://t.co/Bm0yNV3Ff3 https://t.co/3GA5otlcPa",-0.296,0.167,0.833,0.0
CBS,2018-06-11 14:00:37+00:00,How do you know @SaraBareilles and @joshgroban's music? #TonyAwards https://t.co/POMXBORfUT,0.0,0.0,1.0,0.0
CBS,2018-06-11 06:19:36+00:00,Here are all the performances from the 2018 #TonyAwards: https://t.co/gN4ItpFlRd https://t.co/fSMNBXKC9r,0.0,0.0,1.0,0.0
CBS,2018-06-11 06:04:41+00:00,See the complete list of winners from the 2018 #TonyAwards: https://t.co/9XK6CGeber https://t.co/HkUIN4Quej,0.4767,0.0,0.78,0.22
CBS,2018-06-11 03:10:33+00:00,An end to a magical evening. The Band's Visit wins for Best Musical! #TonyAwards https://t.co/ODza97n8YH,0.8478,0.0,0.594,0.406
CBS,2018-06-11 03:02:06+00:00,Congratulations are in order for @TheKatrinaLenk! She just won for Best Leading Actress in a Musical. #TonyAwards https://t.co/t9bNvpiEmH,0.92,0.0,0.537,0.463
CBS,2018-06-11 02:58:30+00:00,"RT @CBSThisMorning: Hmm... something seems off here @SaraBareilles @JoshGroban. 😂

@WaitressMusical @GreatCometBway #TonyAwards https://t.c…",0.4404,0.088,0.737,0.175
CBS,2018-06-11 02:56:40+00:00,RT @_stobin13: watching the #TonyAwards after going to 3 broadway shows this weekend makes it even better 😍🤩,0.4404,0.0,0.847,0.153
CBS,2018-06-11 02:56:10+00:00,Tony Shalhoub wins Best Leading Actor in a Musical. #TonyAwards   #TheBandsVisit https://t.co/KcUDSicKI5,0.836,0.0,0.533,0.467
CBS,2018-06-11 02:53:00+00:00,The Boss looks right at home on the #TonyAwards stage! https://t.co/pwjv4iydkn,0.0,0.0,1.0,0.0
CBS,2018-06-11 02:47:29+00:00,RT @Aatamianphoto: Springsteen is on the #TonyAwards and I love it.,0.6369,0.0,0.682,0.318
CBS,2018-06-11 02:44:50+00:00,Inspiration: Get to your YES! #OnceOnThisIsland #TonyAwards https://t.co/Wjp0QIWfXq,0.7978,0.0,0.457,0.543
CBS,2018-06-11 02:44:37+00:00,The feeling when you win a Tony. 🙌 Congratulations to Once on This Island for winning Best Revival of a Musical!… https://t.co/UpFCqgBTwh,0.9523,0.0,0.484,0.516
CBS,2018-06-11 02:33:09+00:00,What a beautiful performance by the cast of #TheBandsVisit. #TonyAwards https://t.co/4Hw96kZvrf,0.5994,0.0,0.698,0.302
CBS,2018-06-11 02:29:18+00:00,"""I'm a living example of how theatre can change you - and it didn't just change me, it saved me."" @JohnLeguizamo at… https://t.co/4ICwMhb6hv",0.4215,0.0,0.877,0.123
CBS,2018-06-11 02:23:56+00:00,Angels in America takes the win for Best Revival of a Play! #TonyAwards https://t.co/zodW61tw8a,0.8932,0.0,0.483,0.517
CBS,2018-06-11 02:21:03+00:00,"RT @leahableson: The Once On This Island Goat And Chicken made it to the broadcast, Mama WILL provide #TonyAwards",0.0,0.0,1.0,0.0
CBS,2018-06-11 02:16:06+00:00,That performance was the GOAT. #TonyAwards https://t.co/mtoU92HipQ,0.0,0.0,1.0,0.0
CBS,2018-06-11 02:11:03+00:00,Harry Potter and the Cursed Child wins Best Play at the #TonyAwards! @HPPlayNYC https://t.co/WIqJQmtAlN,0.8908,0.0,0.509,0.491
CBS,2018-06-11 02:05:47+00:00,🎶 “Let's dance this last dance tonight.” 🎶 #TonyAwards #DonnaSummerMusical https://t.co/UAIaglChfv,0.0,0.0,1.0,0.0
CBS,2018-06-11 02:03:31+00:00,Hope he brought enough birthday cake for everyone! #TonyAwards https://t.co/FlLbKV6oj8,0.4926,0.0,0.738,0.262
CBS,2018-06-11 01:58:48+00:00,@writerlindsayb You're welcome! #TonyAwards,0.5093,0.0,0.477,0.523
CBS,2018-06-11 01:53:17+00:00,RT @hjmayer8: I sure do love @DearEvanHansen 💙 #TonyAwards,0.7579,0.0,0.519,0.481
CBS,2018-06-11 01:51:16+00:00,"RT @Valerie4815: What a birthday present, the Tony audience singing happy birthday to you!! #TonyAwards",0.6467,0.0,0.752,0.248
CBS,2018-06-11 01:38:23+00:00,If only this performance could go on forever. #TonyAwards @FrozenBroadway https://t.co/p2BMUvyTxr,0.0,0.0,1.0,0.0
CBS,2018-06-11 01:37:36+00:00,RT @anna_villanueva: Magnificent performance from the cast of @FrozenBroadway! #TonyAwards2018 #TonyAwards #Tonys,0.636,0.0,0.724,0.276
CBS,2018-06-11 01:30:56+00:00,Glenda Jackson wins Best Leading Actress in a Play. #TonyAwards @threetallwomen https://t.co/GRp1gcBuiW,0.8834,0.0,0.437,0.563
CBS,2018-06-11 01:29:21+00:00,.@SaraBareilles is totally a Gryffindor. #TonyAwards https://t.co/OPQ7esk2dn,0.0,0.0,1.0,0.0
CBS,2018-06-11 01:26:03+00:00,RT @IzzyNY202: How impressive are these Marjory Stoneman Douglas students? That #TonyAwards performance reduced me to tears. Amazing.,0.7351,0.079,0.625,0.296
CBS,2018-06-11 01:25:59+00:00,RT @KatLargent: MAGIC #TonyAwards,0.0,0.0,1.0,0.0
CBS,2018-06-11 01:24:46+00:00,Such a touching moment at the #TonyAwards. ❤️ https://t.co/4kJWTHVPZ8,0.0,0.0,1.0,0.0
CBS,2018-06-11 01:24:12+00:00,.@Matt_Morrison welcomes the Marjory Stoneman Douglas High School theatre department to the stage. #TonyAwards https://t.co/5dxa9smeka,0.4019,0.0,0.838,0.162
CBS,2018-06-11 01:19:59+00:00,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… https://t.co/m1aRNIHPRK,0.9151,0.0,0.543,0.457
CBS,2018-06-11 01:12:31+00:00,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards,0.6369,0.0,0.625,0.375
CBS,2018-06-11 01:08:28+00:00,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO,0.1511,0.0,0.898,0.102
CBS,2018-06-11 01:08:24+00:00,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards https://t.co/3WXd6AqgBi,0.1531,0.0,0.852,0.148
CBS,2018-06-11 01:02:47+00:00,Nathan Lane wins Best Featured Actor in a Play. #TonyAwards @angelsbway https://t.co/xc8M7JtLDE,0.8834,0.0,0.437,0.563
CBS,2018-06-11 00:58:06+00:00,🌟 @joshgroban and @SaraBareilles are Host Goals. 🌟 #TonyAwards https://t.co/OGQec8cXJ6,0.0,0.0,1.0,0.0
CBS,2018-06-11 00:52:34+00:00,RT @adub369: This is unbelievable! @SaraBareilles and @joshgroban #TonyAwards,0.2714,0.0,0.793,0.207
CBS,2018-06-11 00:51:11+00:00,Who lives in a pineapple and just performed at The Tonys? 🍍🎶 The cast of SpongeBob SquarePants: The Musical!… https://t.co/mvFxdh9UJi,0.0,0.0,1.0,0.0
CBS,2018-06-11 00:50:18+00:00,✨ @LindsayMendez wins Best Featured Actress in a Musical! #TonyAwards @carouselbway https://t.co/MtgFowscN5,0.8883,0.0,0.433,0.567
CBS,2018-06-11 00:45:14+00:00,A big congratulations to @springsteen for his Special Tony award! ✨ #TonyAwards https://t.co/i16u8uv9aT,0.9134,0.0,0.387,0.613
CNN,2018-07-23 14:00:01+00:00,A second victim has died after a gunman opened fire in a popular Toronto neighborhood late Sunday night https://t.co/COG5Xt7JZB,-0.6486,0.354,0.524,0.122
CNN,2018-07-23 13:50:07+00:00,These are the world's largest planes (and other flying things) https://t.co/PP0TTlJCkk https://t.co/vyEi8CdmZY,0.0,0.0,1.0,0.0
CNN,2018-07-23 13:40:10+00:00,"""I didn't really know [HPV] was a threat to me."" Should boys get the HPV vaccine, too? https://t.co/Mw9YLa2P8c",-0.5267,0.175,0.825,0.0
CNN,2018-07-23 13:34:26+00:00,"The UK has indicated it may not be opposed to two members of a British ISIS cell known as ""the Beatles"" being execu… https://t.co/YXkqBI2fjb",0.0,0.0,1.0,0.0
CNN,2018-07-23 13:23:40+00:00,"After visiting the border, US Olympian @IbtihajMuhammad issues a call to action to affirm what it means to be an Am… https://t.co/SeVQUYrlhx",0.0,0.0,1.0,0.0
CNN,2018-07-23 13:16:07+00:00,UK police have arrested three more men in connection with a suspected acid attack on a three-year-old boy in the ci… https://t.co/IRXHuNkjH9,-0.7964,0.323,0.677,0.0
CNN,2018-07-23 13:00:09+00:00,"He just graduated from college and wants to be an astrophysicist. Oh, and he's 11 years old. https://t.co/Duqk5jENgn https://t.co/EqwIK70Mno",0.0,0.0,1.0,0.0
CNN,2018-07-23 12:50:05+00:00,As many as 300 White Helmets are still trapped in Syria after an Israeli evacuation Sunday of hundreds of the rescu… https://t.co/8AriSVNpRO,-0.5267,0.139,0.861,0.0
CNN,2018-07-23 12:40:07+00:00,Hundreds of thousands of vaccines provided for Chinese children have been found to be faulty  https://t.co/pH04WBmXCu,-0.3182,0.133,0.867,0.0
CNN,2018-07-23 12:34:16+00:00,"RT @NewDay: ""President Trump (is) learning what his military advisors already know: Nothing moves fast with North Korea, and Kim Jong Un re…",0.0,0.0,1.0,0.0
CNN,2018-07-23 12:30:00+00:00,A giant 92-foot-long inflatable can be found reclining on this lake in South Korea https://t.co/zLSaCXxp0h via… https://t.co/eh18Jzhmtf,0.0,0.0,1.0,0.0
CNN,2018-07-23 12:20:06+00:00,"For 38 minutes, Tiger Woods made people believe his comeback was complete https://t.co/qJncIB4olv https://t.co/272Zt0MMSb",0.0,0.0,1.0,0.0
CNN,2018-07-23 12:16:02+00:00,JPMorgan Chase CEO Jamie Dimon is worried the economy's momentum could be derailed by President Trump's trade wars… https://t.co/FxGEPVN1uR,-0.5574,0.213,0.787,0.0
CNN,2018-07-23 12:09:16+00:00,President Trump's 'hoax' tweet means the press has even more questions to ask | via @BrianStelter… https://t.co/iPf34p847X,0.0,0.0,1.0,0.0
CNN,2018-07-23 11:56:00+00:00,"It’s like a real-life Iron Man. This flying suit was built using 3D printed parts, specialist electronics and five… https://t.co/iZ1R3vLYnH",0.3612,0.0,0.878,0.122
CNN,2018-07-23 11:42:50+00:00,New airport scanners could mean you'll never have to remove items from luggage again https://t.co/7vC7RgqyPm https://t.co/JFwhHfogKU,0.0,0.0,1.0,0.0
CNN,2018-07-23 11:23:11+00:00,"Today's top business headlines with @ChristineRomans before the opening bell on Wall Street:

- Global stocks sink… https://t.co/OpV8QY4hsi",0.2023,0.0,0.899,0.101
CNN,2018-07-23 11:13:33+00:00,"5 things for Monday:

- Iran
- Branson boat tragedy
- Syria
- Toronto shooting
- Ride share livestreams… https://t.co/fs7fGSq8Jy",-0.4939,0.237,0.645,0.118
CNN,2018-07-23 11:08:09+00:00,A 15-year-old girl who was repeatedly raped by her brother has been imprisoned for six months for having an abortion https://t.co/oQ3B4fsLYg,-0.8225,0.297,0.703,0.0
CNN,2018-07-23 10:50:02+00:00,Uber and Lyft have suspended a driver following a report that he livestreamed passengers without their consent… https://t.co/6K4Fog7fX9,-0.4767,0.171,0.829,0.0
CNN,2018-07-23 10:49:11+00:00,The top US military commander on the Korean peninsula says that even as the US and North Korea work on easing tensi… https://t.co/EZ4GArWCWN,0.4215,0.0,0.847,0.153
CNN,2018-07-23 10:39:01+00:00,"President Trump launches furious all-caps rebuke of Iran, declaring on Twitter that any threats to the US would be… https://t.co/vrFnCstlTk",-0.7579,0.265,0.735,0.0
CNN,2018-07-23 10:28:17+00:00,A man is in custody after allegedly fatally shooting a man and wounding another person at a Mormon church in Nevada… https://t.co/CsTjmkGAov,-0.6369,0.189,0.811,0.0
CNN,2018-07-23 10:24:19+00:00,Why the US and the EU need a trade ceasefire https://t.co/X9uAMVjKuP (via @CNNOpinion) https://t.co/BBgfDWSXjI,0.0,0.0,1.0,0.0
CNN,2018-07-23 10:12:38+00:00,UK police have arrested three more men in connection with a suspected acid attack on a three-year-old boy in the ci… https://t.co/f7mcQvsZ9j,-0.7964,0.323,0.677,0.0
CNN,2018-07-23 10:12:16+00:00,"Democratic lawmaker calls for ""new generation"" of leadership in party https://t.co/MsjrqoFIrs https://t.co/rGk1QN6ffD",0.4019,0.0,0.803,0.197
CNN,2018-07-23 10:06:05+00:00,Americans would prefer picking their president with the popular vote -- but there's a catch https://t.co/AN57B9WGBs https://t.co/KRtDfebX7y,0.2263,0.0,0.888,0.112
CNN,2018-07-23 09:59:54+00:00,Three more men have been arrested in connection with a suspected acid attack on a three-year-old in the UK https://t.co/8DvjCfcutE,-0.7964,0.351,0.649,0.0
CNN,2018-07-23 09:52:02+00:00,Is a longer life necessarily a happier one? https://t.co/bXUMsvW1nY,0.5267,0.0,0.638,0.362
CNN,2018-07-23 09:44:19+00:00,"Should boys get the HPV vaccine, too? https://t.co/sdDIYQvGk3",0.0,0.0,1.0,0.0
CNN,2018-07-23 09:32:45+00:00,New airport scanners could mean you'll never have to remove items from luggage again https://t.co/Ee0Rahpjdl https://t.co/mKvGLI50CG,0.0,0.0,1.0,0.0
CNN,2018-07-23 09:21:48+00:00,Israel helps evacuate Syria's White Helmets to Jordan https://t.co/ES1UIA7GNm https://t.co/MmYErBCb66,0.3818,0.0,0.776,0.224
CNN,2018-07-23 09:11:07+00:00,A man who had a close relationship with suspected Russian spy Maria Butina is a political operative who left a trai… https://t.co/5eTtDViJba,-0.2263,0.101,0.899,0.0
CNN,2018-07-23 09:03:03+00:00,"Tokyo 2020 introduces names of mascots for Olympic, Paralympic Games https://t.co/5aieiWe5q4 https://t.co/djkinvHCky",0.0,0.0,1.0,0.0
CNN,2018-07-23 08:56:06+00:00,"Storms, landslides and heat hit Asia https://t.co/EPiKMpiJ91 https://t.co/KPAAk29BI0",0.0,0.0,1.0,0.0
CNN,2018-07-23 08:50:07+00:00,Uber and Lyft have suspended a driver following a report that he livestreamed passengers on Twitch without their ex… https://t.co/csgNjJHV5x,-0.4767,0.154,0.846,0.0
CNN,2018-07-23 08:42:05+00:00,How the year 2006 changed the internet forever https://t.co/3412dzC7HQ https://t.co/NxeAzkNlZJ,0.0,0.0,1.0,0.0
CNN,2018-07-23 08:42:04+00:00,President Trump has tweeted that Iran will face ‘consequences the like of which few throughout history have ever su… https://t.co/1D8S917UW7,0.3612,0.0,0.884,0.116
CNN,2018-07-23 08:37:02+00:00,"What we know about the Missouri duck boat incident:

- One family lost nine members
- Victims weren't wearing life… https://t.co/8930NCgUrY",-0.5574,0.213,0.787,0.0
CNN,2018-07-23 08:36:04+00:00,India scraps controversial tax on sanitary pads https://t.co/rsX7McbXAC https://t.co/7XuXuda5I7,-0.2023,0.184,0.816,0.0
CNN,2018-07-23 08:24:04+00:00,"Mesut Ozil says he ""will no longer be playing for Germany,"" citing criticism from the media and the German football… https://t.co/jr4OCxgL4Z",-0.5106,0.205,0.723,0.072
CNN,2018-07-23 08:15:03+00:00,Americans can legally download 3-D printed guns starting next month https://t.co/wTzbRm9NkK https://t.co/VfXtw1jqLf,0.1027,0.0,0.887,0.113
CNN,2018-07-23 08:11:03+00:00,"Into every generation a Slayer is born -- and now ""Buffy the Vampire Slayer"" is getting a reboot, with an African-A… https://t.co/Vaq7g2K7GV",0.0,0.0,1.0,0.0
CNN,2018-07-23 08:02:08+00:00,The 17 people who died in the duck boat tragedy last week in southwestern Missouri were not wearing life jackets wh… https://t.co/EwAqF1rY3t,-0.8402,0.286,0.714,0.0
CNN,2018-07-23 07:56:55+00:00,A group of women traveling on a train say they were called porn stars for going to the bathroom together… https://t.co/1f3ZeFlH07,0.0,0.0,1.0,0.0
CNN,2018-07-23 07:55:03+00:00,A man is in custody after allegedly fatally shooting a man and wounding another person at a Mormon church in Nevada https://t.co/yxBGHWOshN,-0.6369,0.189,0.811,0.0
CNN,2018-07-23 07:49:06+00:00,"Thanks to an anonymous $3 million donation, the 30 students in the first class at the University of Houston's new m… https://t.co/QgroodcrUS",0.4404,0.0,0.879,0.121
CNN,2018-07-23 07:42:05+00:00,16 of the world’s most relaxing places https://t.co/S3A2zFKyxX https://t.co/QNjSfDA60R,0.5413,0.0,0.696,0.304
CNN,2018-07-23 07:35:04+00:00,Adidas has committed to using only recycled plastic in its products by 2024 https://t.co/73cNNXZpXK https://t.co/9tLiUbf9Ae,0.2732,0.0,0.87,0.13
CNN,2018-07-23 07:32:03+00:00,"Toronto shooting | What we know

• One woman has been killed
• At least 13 others have been injured
• Among those i… https://t.co/NjdVOpY9Hd",-0.802,0.275,0.725,0.0
CNN,2018-07-23 07:30:08+00:00,"🌕🌕🌕🌕🌕🌕
🌕🌕🌕🌕🌕🌕
12 new moons have been discovered around Jupiter, bringing the planet's total number of known moons t… https://t.co/EVgAZDjgk3",0.0772,0.0,0.936,0.064
CNN,2018-07-23 07:24:39+00:00,"He just graduated from college and wants to be an astrophysicist. Oh, and he's 11 years old. https://t.co/nVLMOEhuTM https://t.co/YwRUXbljbT",0.0,0.0,1.0,0.0
CNN,2018-07-23 06:41:22+00:00,"North Korea wants the US to make a ""bold move"" and agree to a peace treaty with Pyongyang, according to an official… https://t.co/sSRmZSbnhi",0.8225,0.0,0.677,0.323
CNN,2018-07-23 06:30:06+00:00,"For the second month in a row, Time magazine has put a provocative photo illustration of President Trump on its cov… https://t.co/m7tQ3q4Xuc",0.0,0.0,1.0,0.0
CNN,2018-07-23 06:20:24+00:00,President Trump has tweeted that Iran will face ‘consequences the like of which few throughout history have ever su… https://t.co/SmiCC6LBL6,0.3612,0.0,0.884,0.116
CNN,2018-07-23 06:06:05+00:00,"Into every generation a Slayer is born -- and now ""Buffy the Vampire Slayer"" is getting a reboot, with an African-A… https://t.co/uKypTccUfn",0.0,0.0,1.0,0.0
CNN,2018-07-23 06:00:29+00:00,A group of women traveling on a train say they were called porn stars for going to the bathroom together… https://t.co/v4GTwiJfIr,0.0,0.0,1.0,0.0
CNN,2018-07-23 06:00:00+00:00,"Airbus' massive Beluga XL ""flying whale"" just completed its first test flight. 

You probably won't get to fly in i… https://t.co/ITV9NhxaDl",0.0,0.0,1.0,0.0
CNN,2018-07-23 05:49:06+00:00,"US Secretary of State Mike Pompeo has accused several members of Iran's leadership, including Supreme Leader Ayatol… https://t.co/URJSFf8iMU",0.34,0.101,0.734,0.165
CNN,2018-07-23 05:34:02+00:00,A woman was killed and 13 others were injured in a shooting in Toronto on Sunday night -- police say the shooter is… https://t.co/1nThbEVXnj,-0.802,0.265,0.735,0.0
CNN,2018-07-23 05:30:14+00:00,Americans can legally download 3-D printed guns starting next month https://t.co/0cE5QtFkiV https://t.co/uR5GpiAmUl,0.1027,0.0,0.887,0.113
CNN,2018-07-23 05:27:02+00:00,"Maria Butina, the recently indicted Russian national accused of being an agent of Russia, told the Senate Intellige… https://t.co/dGv8ophMf9",-0.296,0.109,0.891,0.0
CNN,2018-07-23 05:20:06+00:00,The 17 people who died in the duck boat tragedy last week in southwestern Missouri were not wearing life jackets wh… https://t.co/kFLOo7nvMi,-0.8402,0.286,0.714,0.0
CNN,2018-07-23 05:16:04+00:00,Uber and Lyft have suspended a driver following a report that he livestreamed passengers on Twitch without their ex… https://t.co/C9LEl1p8OV,-0.4767,0.154,0.846,0.0
CNN,2018-07-23 05:09:37+00:00,A man is in custody after allegedly fatally shooting a man and wounding another person at a Mormon church in Nevada https://t.co/OuTohQdkHC,-0.6369,0.189,0.811,0.0
CNN,2018-07-23 05:06:00+00:00,"Dozens of people have died across Japan in an ongoing heatwave, with temperatures reaching around 38 degrees Celsiu… https://t.co/2l4BAU1zv7",-0.4215,0.161,0.759,0.08
CNN,2018-07-23 05:00:00+00:00,A wave of garbage was filmed rippling off the coast of the Dominican Republic. An environmental group is working wi… https://t.co/HydcPPv4xc,0.0,0.0,1.0,0.0
CNN,2018-07-23 04:35:20+00:00,"Mesut Ozil says he ""will no longer be playing for Germany,"" citing criticism from the media and the German football… https://t.co/ico5Macl4b",-0.5106,0.205,0.723,0.072
CNN,2018-07-23 04:30:59+00:00,President Trump has tweeted that Iran will face ‘consequences the like of which few throughout history have ever su… https://t.co/HdS3yEFbUi,0.3612,0.0,0.884,0.116
CNN,2018-07-23 04:30:00+00:00,"France's Kylian Mbappe is donating his #WorldCup winnings to a charity in his hometown, a low-income suburb on the… https://t.co/PJfOLaZimn",0.743,0.0,0.717,0.283
CNN,2018-07-23 04:00:00+00:00,"Goldman Sachs' next CEO, David Solomon, also moonlights as an electronic dance DJ.

His stage name is DJ D-Sol.… https://t.co/gxzpaay91C",0.0,0.0,1.0,0.0
CNN,2018-07-23 03:30:00+00:00,The CEO of a moving company gave his own personal SUV to an employee when he found out the young man walked 20 mile… https://t.co/vtp7SmpA1w,0.0,0.0,1.0,0.0
CNN,2018-07-23 03:00:14+00:00,Adidas has committed to using only recycled plastic in its products by 2024 https://t.co/eORrpnB4xT https://t.co/GwRNvj6EXM,0.2732,0.0,0.87,0.13
CNN,2018-07-23 02:30:06+00:00,"GOP Sen. Marco Rubio: ""I don't think (the FBI) did anything wrong"" in surveilling Carter Page #CNNSOTU… https://t.co/USTdiFEnq5",-0.4767,0.154,0.846,0.0
CNN,2018-07-23 02:00:10+00:00,"Thanks to an anonymous $3 million donation, the 30 students in the first class at the University of Houston's new m… https://t.co/vYPQKq3xyT",0.4404,0.0,0.879,0.121
CNN,2018-07-23 01:30:06+00:00,"🌕🌕🌕🌕🌕🌕
🌕🌕🌕🌕🌕🌕
12 new moons have been discovered around Jupiter, bringing the planet's total number of known moons t… https://t.co/Ugv9GV9ak0",0.0772,0.0,0.936,0.064
CNN,2018-07-23 01:00:15+00:00,The GOP has one big problem in November https://t.co/236t6ktmCx (via @CNNOpinion) https://t.co/XhfzKhHW5S,-0.4019,0.197,0.803,0.0
CNN,2018-07-23 00:30:12+00:00,"Democratic lawmaker calls for ""new generation"" of leadership in party https://t.co/v6dX0VMbTo https://t.co/FzMSwmZvbd",0.4019,0.0,0.803,0.197
CNN,2018-07-23 00:15:04+00:00,Mothers and other family members of detained opponents of Nicaraguan President Daniel Ortega fled to the cathedral… https://t.co/S7uvb3wZeH,-0.4019,0.137,0.863,0.0
CNN,2018-07-23 00:00:17+00:00,The top US military commander on the Korean peninsula says that even as the US and North Korea work on easing tensi… https://t.co/VyHSg0ZGkh,0.4215,0.0,0.847,0.153
CNN,2018-07-22 23:45:03+00:00,What's happening this week https://t.co/qfQG0K2wA6 https://t.co/4cd3rMF78s,0.0,0.0,1.0,0.0
CNN,2018-07-22 23:30:10+00:00,"Is President Trump a danger — or just ""incompetent"" and a ""buffoon?"" https://t.co/bg8020Rg6i (via @CNNOpinion) https://t.co/Zd7ZvLfeRa",-0.5267,0.221,0.779,0.0
CNN,2018-07-22 23:15:05+00:00,Alleged spy told Senate panel about backing from Russian billionaire https://t.co/s6AhiKG0EN https://t.co/Cq91DZe0pc,0.0258,0.0,0.909,0.091
CNN,2018-07-22 23:00:14+00:00,"""Buffy the Vampire Slayer"" reboot to feature African-American lead https://t.co/WxEXAIvVgu https://t.co/lfYQnN1kXx",0.0,0.0,1.0,0.0
CNN,2018-07-22 22:45:04+00:00,Why the US and the EU need a trade ceasefire https://t.co/12TLbvVRaA (via @CNNOpinion) https://t.co/I7aAHpzRTz,0.0,0.0,1.0,0.0
CNN,2018-07-22 22:30:12+00:00,How long will special counsel Robert Mueller's investigation into Russia's interference in the 2016 presidential el… https://t.co/L3n1KqRTHC,0.4019,0.0,0.856,0.144
CNN,2018-07-22 22:15:06+00:00,11 taxi drivers killed in a taxi bus while heading back from a funeral in South Africa https://t.co/L8M12ag2Yd https://t.co/r3VhnW6AVX,-0.7906,0.318,0.682,0.0
CNN,2018-07-22 22:00:06+00:00,"Storms, landslides and heat hit Asia https://t.co/pN08FLc0zr https://t.co/V8DdFNhbzk",0.0,0.0,1.0,0.0
CNN,2018-07-22 21:45:09+00:00,"Democratic National Committee Chair Tom Perez slams ""Distracting Donald"" for focusing on the hacked DNC email serve… https://t.co/f7clI4WkKD",-0.5994,0.234,0.766,0.0
CNN,2018-07-22 21:30:12+00:00,Lewis Hamilton retakes F1 title lead after astonishing German Grand Prix victory https://t.co/LstlCaYWKj https://t.co/iVAosLHz1r,0.4588,0.0,0.812,0.188
CNN,2018-07-22 21:15:05+00:00,Are we sliding back to the chaos of the 1930s? https://t.co/whA2sbEilW | Analysis by Tim Lister https://t.co/HmEYB8jiJ2,-0.5719,0.198,0.802,0.0
CNN,2018-07-22 21:00:09+00:00,Israel helps evacuate Syria's White Helmets to Jordan https://t.co/zK3BMs4a4g https://t.co/9eZBGePxTk,0.3818,0.0,0.776,0.224
CNN,2018-07-22 20:45:04+00:00,Black Ferns beat France to win women's Rugby World Cup Sevens https://t.co/dwpCLZLIah https://t.co/ADR74cLauO,0.5859,0.0,0.759,0.241
CNN,2018-07-22 20:30:09+00:00,"Iranian President Hassan Rouhani warns US that ""war with Iran is the mother of all wars"" https://t.co/wQBnl18HZ6 https://t.co/h0idguxasR",-0.836,0.372,0.628,0.0
CNN,2018-07-22 20:15:09+00:00,"He just graduated from college and wants to be an astrophysicist. Oh, and he's 11 years old. https://t.co/MgQPBen5HH https://t.co/ThTQFLSy8d",0.0,0.0,1.0,0.0
CNN,2018-07-22 19:45:08+00:00,"While Montenegro's history isn't perfect, my country isn't ""very aggressive"" — as President Trump stated — and need… https://t.co/smydMnxJb3",-0.3264,0.153,0.763,0.084
CNN,2018-07-22 19:30:10+00:00,"Tokyo 2020 introduces names of mascots for Olympic, Paralympic Games https://t.co/lZDiPbA9bZ https://t.co/jGUkeK5E2E",0.0,0.0,1.0,0.0
CNN,2018-07-22 19:15:07+00:00,"I was once a 21-year-old waitress like Emelia Holden from Savannah, Georgia, writes Alice Driver for @CNNOpinion. H… https://t.co/JXIkFxPUbF",0.3612,0.0,0.865,0.135
CNN,2018-07-22 19:00:13+00:00,Republican Rep. Trey Gowdy calls on President Trump to affirm wholeheartedly the intelligence community's conclusio… https://t.co/AlaLyrLm35,0.4767,0.0,0.829,0.171
CNN,2018-07-22 18:43:05+00:00,What does freedom mean to you? Explore what the fall of Saddam Hussein's regime meant for Iraq and the world in… https://t.co/bYZhy546iw,0.6369,0.0,0.833,0.167
fox,2018-07-19 22:21:10+00:00,One of the reasons I’m so excited to be a part of @helpscout is the commitment to building an inclusive culture wit… https://t.co/6H6GDJ1TON,0.6924,0.0,0.778,0.222
fox,2018-07-11 21:30:06+00:00,More Boston snaps. https://t.co/NCcWPSV8yX,0.0,0.0,1.0,0.0
fox,2018-07-09 23:35:49+00:00,"RT @helpscout: Said it once, we'll keep saying it: we are thrilled to add you to the team @fox! 🦊 https://t.co/bKc6GSq6tR",0.4926,0.0,0.868,0.132
fox,2018-07-09 20:12:02+00:00,"@mattopsahl lol, offensive",-0.0516,0.441,0.147,0.412
